#1 
double data(35040,10) 
#Time [s], Active power [W], Reactive power [W], Radiative heat gains [W], Convective heat gains [W], Hot water demand [l/min], Occupancy [# people awake], Occupancy [# people asleep], Setpoint SH DayZone [K], Setpoint SH NightZone [K]
5154300,436,0,226,227,0.07,1,0,289.15,289.15
5155200,1461,0,738,732,0,1,0,289.15,289.15
5156100,1646,0,829,815,0,0,0,289.15,289.15
5157000,54,0,34,19,0,1,0,289.15,289.15
5157900,145,0,88,56,0.13,1,0,289.15,289.15
5158800,361,0,204,167,0.07,1,0,293.15,293.15
5159700,424,0,233,207,0.8,1,0,293.15,293.15
5160600,322,0,193,127,0.07,1,0,293.15,293.15
5161500,367,0,218,148,0,1,0,293.15,293.15
5162400,243,0,146,96,0.4,1,0,293.15,293.15
5163300,96,0,58,41,0,0,0,293.15,293.15
5164200,248,0,127,138,0,0,0,293.15,293.15
5165100,121,0,69,57,0,0,0,293.15,293.15
5166000,58,0,40,16,0,0,0,293.15,293.15
5166900,55,0,37,16,0,0,0,293.15,293.15
5167800,49,0,31,17,0,0,0,293.15,293.15
5168700,275,0,142,147,0,1,0,293.15,293.15
5169600,332,0,180,165,0,1,0,293.15,293.15
5170500,394,0,239,153,0,1,0,293.15,293.15
5171400,517,0,323,192,0,1,0,293.15,293.15
5172300,531,0,336,193,1,1,0,293.15,293.15
5173200,607,0,371,242,0,1,0,293.15,293.15
5174100,1121,0,492,647,0.07,2,0,293.15,293.15
5175000,885,0,298,588,0,2,0,293.15,293.15
5175900,341,0,209,130,0.13,2,0,293.15,293.15
5176800,410,0,258,151,0.07,2,0,289.15,291.15
5177700,410,0,258,151,0,1,1,289.15,291.15
5178600,673,0,392,298,0,1,1,289.15,291.15
5179500,633,0,383,258,0,1,1,289.15,291.15
5180400,276,0,187,88,0,0,2,289.15,291.15
5181300,179,0,119,59,0,0,2,289.15,291.15
5182200,169,0,110,58,0,0,2,289.15,291.15
5183100,168,0,87,91,0,0,2,289.15,291.15
5184000,223,0,111,129,0,0,2,289.15,291.15
5184900,46,0,29,15,0,0,2,289.15,291.15
5185800,51,0,32,18,0,0,2,289.15,291.15
5186700,131,0,76,54,0.47,1,2,289.15,291.15
5187600,175,0,97,80,0.13,1,2,289.15,291.15
5188500,236,0,117,137,0,0,3,289.15,291.15
5189400,109,0,58,56,0,0,3,289.15,291.15
5190300,46,0,29,15,0,0,3,289.15,291.15
5191200,46,0,29,15,0,0,3,289.15,291.15
5192100,46,0,29,15,0,0,3,289.15,291.15
5193000,198,0,99,113,0,0,3,289.15,291.15
5193900,185,0,93,104,0,0,3,289.15,291.15
5194800,46,0,29,15,0,0,3,289.15,291.15
5195700,46,0,29,15,0,0,3,289.15,291.15
5196600,46,0,29,15,0,0,3,289.15,291.15
5197500,122,0,64,64,0,0,3,289.15,291.15
5198400,236,0,117,137,0,0,3,289.15,291.15
5199300,71,0,41,32,0,0,3,289.15,291.15
5200200,46,0,29,15,0,0,3,289.15,291.15
5201100,46,0,29,15,0,0,3,289.15,291.15
5202000,46,0,29,15,0,0,3,289.15,291.15
5202900,236,0,117,137,0,0,3,289.15,291.15
5203800,147,0,76,80,0,0,3,289.15,291.15
5204700,46,0,29,15,0,0,3,289.15,291.15
5205600,46,0,29,15,0,0,3,293.15,291.15
5206500,46,0,29,15,0,0,3,293.15,291.15
5207400,160,0,82,88,0,0,3,293.15,291.15
5208300,253,0,127,142,0.13,1,2,293.15,291.15
5209200,113,0,66,45,0.13,1,2,293.15,289.15
5210100,46,0,29,15,0,0,2,293.15,289.15
5211000,46,0,29,15,0,0,2,293.15,289.15
5211900,113,0,63,53,0.2,2,0,293.15,289.15
5212800,313,0,159,172,0,2,0,293.15,289.15
5213700,363,0,147,220,0.8,1,0,293.15,289.15
5214600,507,0,131,375,0,1,0,293.15,289.15
5215500,86,0,51,33,0.13,1,0,293.15,289.15
5216400,118,0,69,48,0.67,1,0,289.15,289.15
5217300,335,0,183,165,0.4,1,0,289.15,289.15
5218200,346,0,194,165,0.47,1,0,289.15,289.15
5219100,170,0,109,59,0.07,1,0,289.15,289.15
5220000,234,0,145,88,0.93,1,0,289.15,289.15
5220900,180,0,113,66,0,1,0,289.15,289.15
5221800,122,0,64,64,0.07,1,0,289.15,289.15
5222700,236,0,117,137,0.07,1,0,289.15,289.15
5223600,71,0,41,32,0.8,1,0,289.15,289.15
5224500,46,0,29,15,0.13,1,0,289.15,289.15
5225400,46,0,29,15,0.2,1,0,289.15,289.15
5226300,46,0,29,15,0.27,1,0,289.15,289.15
5227200,236,0,117,137,0.07,1,0,289.15,289.15
5228100,147,0,76,80,0.13,1,0,289.15,289.15
5229000,46,0,29,15,0.53,1,0,289.15,289.15
5229900,78,0,50,27,0.07,1,0,289.15,289.15
5230800,206,0,129,75,0.07,1,0,289.15,289.15
5231700,902,0,298,613,0,1,0,289.15,289.15
5232600,384,0,211,190,0.13,1,0,289.15,289.15
5233500,148,0,93,53,0,0,0,289.15,289.15
5234400,59,0,36,22,0,0,0,289.15,289.15
5235300,54,0,33,19,0,0,0,289.15,289.15
5236200,84,0,47,40,0,0,0,289.15,289.15
5237100,236,0,117,137,0,0,0,289.15,289.15
5238000,109,0,58,56,0,0,0,289.15,289.15
5238900,46,0,29,15,0,0,0,289.15,289.15
5239800,46,0,29,15,0,0,0,289.15,289.15
5240700,46,0,29,15,0,0,0,289.15,289.15
5241600,198,0,99,113,0,0,0,289.15,289.15
5242500,185,0,93,104,0,0,0,289.15,289.15
5243400,46,0,29,15,0,0,0,289.15,289.15
5244300,46,0,29,15,0,1,0,289.15,289.15
5245200,78,0,47,30,0.4,1,0,293.15,293.15
5246100,231,0,124,113,0.07,1,0,293.15,293.15
5247000,396,0,205,209,0,1,0,293.15,293.15
5247900,231,0,129,104,0,1,0,293.15,293.15
5248800,258,0,151,105,0.07,1,0,293.15,293.15
5249700,278,0,168,108,0.87,1,0,293.15,293.15
5250600,730,0,200,226,0,1,0,293.15,293.15
5251500,993,0,334,373,0.07,1,0,293.15,293.15
5252400,904,0,293,316,0,1,0,293.15,293.15
5253300,797,0,241,251,0.13,1,0,293.15,293.15
5254200,801,0,245,251,0,1,0,293.15,293.15
5255100,739,0,205,229,0.13,1,0,293.15,293.15
5256000,796,0,221,282,0.47,1,0,293.15,293.15
5256900,859,0,250,322,0,1,0,293.15,293.15
5257800,771,0,226,240,0,1,0,293.15,293.15
5258700,400,0,224,155,0,1,0,293.15,293.15
5259600,451,0,280,170,0,1,0,293.15,293.15
5260500,568,0,352,218,0.8,1,0,293.15,293.15
5261400,721,0,424,315,0.13,1,0,293.15,293.15
5262300,548,0,334,219,0,2,0,293.15,293.15
5263200,1602,0,519,1082,0.93,2,0,289.15,291.15
5264100,818,0,328,489,0.4,2,0,289.15,291.15
5265000,460,0,285,174,0.13,2,0,289.15,291.15
5265900,683,0,404,293,0.4,3,0,289.15,291.15
5266800,674,0,412,275,0.07,2,1,289.15,291.15
5267700,210,0,148,61,0,0,3,289.15,291.15
5268600,194,0,137,55,0,0,3,289.15,291.15
5269500,83,0,63,18,0,0,3,289.15,291.15
5270400,154,0,93,66,0,0,3,289.15,291.15
5271300,244,0,124,138,0,0,3,289.15,291.15
5272200,71,0,41,32,0,0,3,289.15,291.15
5273100,46,0,29,15,0,0,3,289.15,291.15
5274000,46,0,29,15,0,0,3,289.15,291.15
5274900,46,0,29,15,0,0,3,289.15,291.15
5275800,236,0,117,137,0,0,3,289.15,291.15
5276700,147,0,76,80,0,0,3,289.15,291.15
5277600,46,0,29,15,0,0,3,289.15,291.15
5278500,46,0,29,15,0,0,3,289.15,291.15
5279400,46,0,29,15,0,0,3,289.15,291.15
5280300,160,0,82,88,0,0,3,289.15,291.15
5281200,223,0,111,129,0,0,3,289.15,291.15
5282100,46,0,29,15,0,0,3,289.15,291.15
5283000,46,0,29,15,0,0,3,289.15,291.15
5283900,46,0,29,15,0,0,3,289.15,291.15
5284800,84,0,47,40,0,0,3,289.15,291.15
5285700,236,0,117,137,0,0,3,289.15,291.15
5286600,109,0,58,56,0,0,3,289.15,291.15
5287500,46,0,29,15,0,0,3,289.15,291.15
5288400,46,0,29,15,0,0,3,289.15,291.15
5289300,46,0,29,15,0,0,3,289.15,291.15
5290200,198,0,99,113,0,0,3,289.15,291.15
5291100,185,0,93,104,0,0,3,289.15,291.15
5292000,46,0,29,15,0,0,3,293.15,291.15
5292900,46,0,29,15,0.07,1,2,293.15,291.15
5293800,59,0,37,21,0.2,1,2,293.15,291.15
5294700,234,0,126,114,0.8,1,2,293.15,291.15
5295600,396,0,205,209,0,1,2,293.15,289.15
5296500,138,0,78,62,0.07,0,2,293.15,289.15
5297400,91,0,54,36,0,1,1,293.15,289.15
5298300,158,0,91,66,0.53,1,1,293.15,289.15
5299200,206,0,117,87,0,1,1,293.15,289.15
5300100,359,0,184,192,0.13,1,1,293.15,289.15
5301000,267,0,142,134,0,1,1,293.15,289.15
5301900,166,0,95,69,0,1,1,293.15,289.15
5302800,107,0,63,43,0.07,1,1,293.15,289.15
5303700,46,0,29,15,0.13,1,1,293.15,289.15
5304600,163,0,83,89,0,1,1,293.15,289.15
5305500,271,0,137,151,0.8,1,1,293.15,289.15
5306400,78,0,46,30,0.07,1,1,293.15,289.15
5307300,78,0,46,30,0,1,1,293.15,289.15
5308200,459,0,104,354,0,2,0,293.15,289.15
5309100,227,0,74,155,0,2,0,293.15,289.15
5310000,236,0,117,137,0.8,1,0,293.15,289.15
5310900,573,0,69,170,0,1,0,293.15,289.15
5311800,1195,0,46,299,0.13,2,0,293.15,289.15
5312700,1841,0,219,773,0.4,2,0,293.15,289.15
5313600,1220,0,69,301,0.13,1,0,293.15,289.15
5314500,618,0,139,210,0.4,1,0,293.15,289.15
5315400,224,0,129,108,0,1,0,293.15,289.15
5316300,78,0,58,18,0,1,0,293.15,289.15
5317200,121,0,78,41,0,1,0,293.15,289.15
5318100,167,0,108,58,0,1,0,293.15,289.15
5319000,252,0,147,111,0.13,1,0,293.15,289.15
5319900,370,0,202,186,0,1,0,293.15,289.15
5320800,302,0,189,114,0,1,0,293.15,289.15
5321700,261,0,167,92,0,1,0,293.15,289.15
5322600,177,0,113,62,0,0,0,293.15,289.15
5323500,167,0,108,58,0,0,0,293.15,289.15
5324400,357,0,195,179,0,0,0,293.15,289.15
5325300,180,0,97,91,0,0,0,293.15,289.15
5326200,46,0,29,15,0,0,0,293.15,289.15
5327100,46,0,29,15,0,0,0,293.15,289.15
5328000,46,0,29,15,0,0,0,293.15,289.15
5328900,160,0,82,88,0,0,0,293.15,289.15
5329800,223,0,111,129,0,0,0,293.15,289.15
5330700,81,0,48,31,0.07,1,0,293.15,289.15
5331600,102,0,60,40,0.4,1,0,293.15,293.15
5332500,126,0,73,51,0,1,0,293.15,293.15
5333400,737,0,203,536,0,2,0,293.15,293.15
5334300,390,0,201,207,0.13,2,0,293.15,293.15
5335200,329,0,181,153,0,2,0,293.15,293.15
5336100,775,0,299,475,0,2,0,293.15,293.15
5337000,621,0,329,291,0.07,2,0,293.15,293.15
5337900,537,0,339,196,0.4,1,0,293.15,293.15
5338800,686,0,408,292,0.13,2,0,293.15,293.15
5339700,667,0,392,288,0.13,2,0,293.15,293.15
5340600,542,0,341,200,0,2,0,293.15,293.15
5341500,836,0,340,495,0,2,0,293.15,293.15
5342400,945,0,344,599,1.67,2,0,293.15,293.15
5343300,449,0,264,191,0.07,2,0,293.15,293.15
5344200,548,0,308,258,0.47,2,0,293.15,293.15
5345100,424,0,259,166,0.13,1,0,293.15,293.15
5346000,410,0,258,151,0,1,0,293.15,293.15
5346900,410,0,258,151,0.13,2,0,293.15,293.15
5347800,531,0,336,193,0.07,2,0,293.15,293.15
5348700,640,0,369,289,0,1,1,293.15,293.15
5349600,508,0,301,216,0.13,2,1,289.15,291.15
5350500,399,0,247,150,0.47,2,1,289.15,291.15
5351400,318,0,194,122,0,2,1,289.15,291.15
5352300,278,0,168,108,0.93,2,1,289.15,291.15
5353200,791,0,289,513,0,2,2,289.15,291.15
5354100,455,0,250,221,0,1,3,289.15,291.15
5355000,278,0,168,108,0.8,1,3,289.15,291.15
5355900,254,0,147,106,0,1,3,289.15,291.15
5356800,46,0,29,15,0,0,4,289.15,291.15
5357700,84,0,47,40,0,0,4,289.15,291.15
5358600,236,0,117,137,0,0,4,289.15,291.15
5359500,109,0,58,56,0,0,4,289.15,291.15
5360400,46,0,29,15,0,0,4,289.15,291.15
5361300,46,0,29,15,0,0,4,289.15,291.15
5362200,46,0,29,15,0,0,4,289.15,291.15
5363100,198,0,99,113,0,0,4,289.15,291.15
5364000,185,0,93,104,0,0,4,289.15,291.15
5364900,46,0,29,15,0,0,4,289.15,291.15
5365800,46,0,29,15,0,0,4,289.15,291.15
5366700,46,0,29,15,0,0,4,289.15,291.15
5367600,122,0,64,64,0,0,4,289.15,291.15
5368500,236,0,117,137,0,0,4,289.15,291.15
5369400,71,0,41,32,0,0,4,289.15,291.15
5370300,46,0,29,15,0,0,4,289.15,291.15
5371200,46,0,29,15,0,0,4,289.15,291.15
5372100,46,0,29,15,0,0,4,289.15,291.15
5373000,236,0,117,137,0,0,4,289.15,291.15
5373900,147,0,76,80,0,0,4,289.15,291.15
5374800,46,0,29,15,0,0,4,289.15,291.15
5375700,46,0,29,15,0,0,3,289.15,291.15
5376600,46,0,29,15,0,0,3,289.15,291.15
5377500,160,0,82,88,0,0,3,289.15,291.15
5378400,223,0,111,129,0,0,3,293.15,291.15
5379300,46,0,29,15,0,0,3,293.15,291.15
5380200,46,0,29,15,0,0,3,293.15,291.15
5381100,94,0,56,37,0,1,2,293.15,291.15
5382000,273,0,151,125,0,2,1,293.15,289.15
5382900,436,0,227,227,0,2,0,293.15,289.15
5383800,609,0,226,230,0,2,0,293.15,289.15
5384700,1158,0,218,345,0.07,2,0,293.15,289.15
5385600,1158,0,218,345,0.07,2,0,293.15,289.15
5386500,1134,0,205,335,0.8,2,0,293.15,289.15
5387400,1654,0,323,751,0,2,0,293.15,289.15
5388300,1136,0,181,374,0,1,0,293.15,289.15
5389200,997,0,117,285,0,1,0,289.15,289.15
5390100,3261,0,1161,1505,0.8,1,0,289.15,289.15
5391000,1104,0,75,434,0,0,0,289.15,289.15
5391900,913,0,64,262,0,0,0,289.15,289.15
5392800,1051,0,130,345,0.07,0,0,289.15,289.15
5393700,956,0,92,271,0,1,0,289.15,289.15
5394600,928,0,79,254,0.07,1,0,289.15,289.15
5395500,906,0,67,244,0,1,0,289.15,289.15
5396400,837,0,29,213,0,0,0,289.15,289.15
5397300,605,0,117,229,0,0,0,289.15,289.15
5398200,147,0,76,80,0,0,0,289.15,289.15
5399100,73,0,44,27,0.87,1,0,289.15,289.15
5400000,86,0,51,33,0,1,0,289.15,289.15
5400900,73,0,44,27,1,1,0,289.15,289.15
5401800,160,0,82,88,0,1,0,289.15,289.15
5402700,360,0,201,175,0,2,0,289.15,289.15
5403600,167,0,108,58,0.4,2,0,289.15,289.15
5404500,186,0,119,66,0.07,1,0,289.15,289.15
5405400,605,0,201,402,0.07,1,0,289.15,289.15
5406300,217,0,136,83,0,0,0,289.15,289.15
5407200,264,0,138,143,0,0,0,289.15,289.15
5408100,121,0,69,57,0,0,0,289.15,289.15
5409000,51,0,34,16,0,0,0,289.15,289.15
5409900,46,0,29,15,0,0,0,289.15,289.15
5410800,46,0,29,15,0,0,0,289.15,289.15
5411700,198,0,99,113,0,0,0,289.15,289.15
5412600,185,0,93,104,0,0,0,289.15,289.15
5413500,46,0,29,15,0,0,0,289.15,289.15
5414400,46,0,29,15,0,0,0,289.15,289.15
5415300,46,0,29,15,0,0,0,289.15,289.15
5416200,122,0,64,64,0,0,0,289.15,289.15
5417100,236,0,117,137,0,0,0,289.15,289.15
5418000,71,0,41,32,0,0,0,293.15,293.15
5418900,67,0,41,25,0.27,2,0,293.15,293.15
5419800,121,0,70,49,0,3,0,293.15,293.15
5420700,201,0,114,85,0.8,3,0,293.15,293.15
5421600,416,0,216,217,0.53,3,0,293.15,293.15
5422500,359,0,197,171,0.07,2,0,293.15,293.15
5423400,258,0,150,106,0.87,2,0,293.15,293.15
5424300,258,0,150,106,0,2,0,293.15,293.15
5425200,791,0,241,549,0,3,0,293.15,293.15
5426100,1180,0,608,582,0.07,4,0,293.15,293.15
5427000,3070,0,1347,1400,0.53,3,0,293.15,293.15
5427900,1915,0,457,608,0.07,3,0,293.15,293.15
5428800,2050,0,393,807,0.67,3,0,293.15,293.15
5429700,1650,0,326,475,0.07,3,0,293.15,293.15
5430600,1537,0,343,462,0,2,0,293.15,293.15
5431500,1116,0,487,646,0.2,3,0,293.15,293.15
5432400,595,0,366,234,0.07,2,1,293.15,293.15
5433300,467,0,294,171,0.07,2,1,293.15,293.15
5434200,408,0,256,151,0,2,1,293.15,293.15
5435100,402,0,250,150,0.13,1,2,293.15,293.15
5436000,651,0,385,279,0.93,1,2,289.15,291.15
5436900,537,0,327,223,0.47,0,3,289.15,291.15
5437800,331,0,226,103,0,0,3,289.15,291.15
5438700,320,0,216,103,0,0,3,289.15,291.15
5439600,183,0,118,63,0,0,3,289.15,291.15
5440500,122,0,64,64,0,0,3,289.15,291.15
5441400,236,0,117,137,0,0,3,289.15,291.15
5442300,71,0,41,32,0,0,3,289.15,291.15
5443200,46,0,29,15,0,0,3,289.15,291.15
5444100,46,0,29,15,0,0,3,289.15,291.15
5445000,46,0,29,15,0,0,3,289.15,291.15
5445900,236,0,117,137,0,0,3,289.15,291.15
5446800,147,0,76,80,0,0,3,289.15,291.15
5447700,46,0,29,15,0,0,3,289.15,291.15
5448600,46,0,29,15,0,0,3,289.15,291.15
5449500,46,0,29,15,0,0,3,289.15,291.15
5450400,160,0,82,88,0,0,3,289.15,291.15
5451300,223,0,111,129,0,0,3,289.15,291.15
5452200,46,0,29,15,0,0,3,289.15,291.15
5453100,46,0,29,15,0,0,3,289.15,291.15
5454000,46,0,29,15,0,0,3,289.15,291.15
5454900,84,0,47,40,0,0,3,289.15,291.15
5455800,236,0,117,137,0,0,3,289.15,291.15
5456700,109,0,58,56,0,0,3,289.15,291.15
5457600,46,0,29,15,0,0,3,289.15,291.15
5458500,46,0,29,15,0,0,3,289.15,291.15
5459400,46,0,29,15,0,0,3,289.15,291.15
5460300,198,0,99,113,0,0,3,289.15,291.15
5461200,185,0,93,104,0,0,3,289.15,291.15
5462100,46,0,29,15,0,0,3,289.15,291.15
5463000,46,0,29,15,0,0,3,289.15,291.15
5463900,46,0,29,15,0,0,3,289.15,291.15
5464800,122,0,64,64,0,0,3,293.15,291.15
5465700,236,0,117,137,0,0,3,293.15,291.15
5466600,111,0,63,50,0.93,1,2,293.15,291.15
5467500,182,0,104,76,0.13,1,2,293.15,291.15
5468400,179,0,103,75,0,1,2,293.15,289.15
5469300,46,0,29,15,0,0,2,293.15,289.15
5470200,271,0,136,153,0.07,1,1,293.15,289.15
5471100,222,0,117,114,0.93,1,1,293.15,289.15
5472000,201,0,114,85,0,1,1,293.15,289.15
5472900,91,0,54,36,0,0,1,293.15,289.15
5473800,46,0,29,15,0,0,1,293.15,289.15
5474700,160,0,82,88,0,0,1,293.15,289.15
5475600,223,0,111,129,0,0,1,293.15,289.15
5476500,46,0,29,15,0,0,1,293.15,289.15
5477400,46,0,29,15,0,0,1,293.15,289.15
5478300,46,0,29,15,0,0,1,293.15,289.15
5479200,84,0,47,40,0,0,1,293.15,289.15
5480100,236,0,117,137,0,0,1,293.15,289.15
5481000,109,0,58,56,0,0,1,293.15,289.15
5481900,46,0,29,15,0,0,1,293.15,289.15
5482800,46,0,29,15,0,0,1,293.15,289.15
5483700,46,0,29,15,0,0,1,293.15,289.15
5484600,198,0,99,113,0,0,1,293.15,289.15
5485500,185,0,93,104,0,0,1,293.15,289.15
5486400,46,0,29,15,0,0,1,293.15,289.15
5487300,46,0,29,15,0,1,0,293.15,289.15
5488200,46,0,29,15,0.07,1,0,293.15,289.15
5489100,125,0,66,65,0.4,1,0,293.15,289.15
5490000,276,0,139,155,0,1,0,293.15,289.15
5490900,111,0,63,50,0.93,1,1,293.15,289.15
5491800,49,0,31,17,0,1,1,293.15,289.15
5492700,46,0,29,15,0,1,1,293.15,289.15
5493600,46,0,29,15,0.87,1,1,293.15,289.15
5494500,236,0,117,137,0.4,1,1,293.15,289.15
5495400,163,0,85,87,0.4,1,1,293.15,289.15
5496300,83,0,50,32,0,1,1,293.15,289.15
5497200,126,0,73,51,0,1,1,293.15,289.15
5498100,113,0,66,45,0,2,0,293.15,289.15
5499000,200,0,104,106,0.8,2,0,293.15,289.15
5499900,226,0,112,130,0,2,0,293.15,289.15
5500800,65,0,39,24,0,2,0,293.15,289.15
5501700,139,0,81,57,0.47,2,0,293.15,289.15
5502600,126,0,73,51,0.13,2,0,293.15,289.15
5503500,512,0,187,327,0,2,0,293.15,289.15
5504400,804,0,352,470,0,2,0,293.15,293.15
5505300,382,0,232,155,0.93,2,0,293.15,293.15
5506200,356,0,223,131,0.07,2,0,293.15,293.15
5507100,781,0,310,470,0.6,2,0,293.15,293.15
5508000,528,0,270,256,0,2,0,293.15,293.15
5508900,586,0,345,255,0.07,1,0,293.15,293.15
5509800,529,0,302,239,0,1,0,293.15,293.15
5510700,693,0,306,386,0,1,0,293.15,293.15
5511600,2532,0,618,1912,0,1,0,293.15,293.15
5512500,2108,0,546,1560,0.07,1,0,293.15,293.15
5513400,422,0,251,177,0.13,1,0,293.15,293.15
5514300,467,0,255,229,0.53,2,0,293.15,293.15
5515200,298,0,173,126,0.93,2,0,293.15,293.15
5516100,810,0,326,483,0.13,2,0,293.15,293.15
5517000,451,0,284,165,0.27,2,0,293.15,293.15
5517900,531,0,336,193,0.13,2,0,293.15,293.15
5518800,721,0,424,315,0.07,2,0,293.15,293.15
5519700,592,0,345,255,0,1,1,293.15,293.15
5520600,472,0,286,184,0.07,1,1,293.15,293.15
5521500,488,0,296,190,0.13,1,1,293.15,293.15
5522400,435,0,263,171,0.13,1,1,289.15,291.15
5523300,524,0,310,224,0,1,1,289.15,291.15
5524200,547,0,313,250,0.87,1,1,289.15,291.15
5525100,330,0,205,123,0.53,1,1,289.15,291.15
5526000,331,0,226,103,0,0,2,289.15,291.15
5526900,329,0,224,103,0,0,2,289.15,291.15
5527800,326,0,204,124,0,0,2,289.15,291.15
5528700,478,0,274,222,0,0,2,289.15,291.15
5529600,271,0,163,112,0,0,2,289.15,291.15
5530500,46,0,29,15,0,0,2,289.15,291.15
5531400,46,0,29,15,0,0,2,289.15,291.15
5532300,46,0,29,15,0,0,2,289.15,291.15
5533200,198,0,99,113,0,0,2,289.15,291.15
5534100,185,0,93,104,0,0,2,289.15,291.15
5535000,46,0,29,15,0,0,2,289.15,291.15
5535900,46,0,29,15,0,0,2,289.15,291.15
5536800,46,0,29,15,0,0,2,289.15,291.15
5537700,122,0,64,64,0,0,2,289.15,291.15
5538600,241,0,120,139,0,0,2,289.15,291.15
5539500,183,0,102,82,0,1,2,289.15,291.15
5540400,46,0,29,15,0,0,3,289.15,291.15
5541300,46,0,29,15,0,0,3,289.15,291.15
5542200,46,0,29,15,0,0,3,289.15,291.15
5543100,236,0,117,137,0,0,3,289.15,291.15
5544000,147,0,76,80,0,0,3,289.15,291.15
5544900,46,0,29,15,0,0,3,289.15,291.15
5545800,46,0,29,15,0,0,3,289.15,291.15
5546700,46,0,29,15,0,0,4,289.15,291.15
5547600,160,0,82,88,0,0,4,289.15,291.15
5548500,223,0,111,129,0,0,4,289.15,291.15
5549400,46,0,29,15,0,0,4,289.15,291.15
5550300,46,0,29,15,0,0,4,289.15,291.15
5551200,46,0,29,15,0,0,4,289.15,291.15
5552100,84,0,47,40,0,0,4,289.15,291.15
5553000,790,0,219,589,0,1,3,289.15,291.15
5553900,136,0,73,68,0,0,3,289.15,291.15
5554800,49,0,31,17,0,1,3,289.15,291.15
5555700,107,0,63,43,0.07,1,3,289.15,291.15
5556600,163,0,94,68,1.33,2,2,289.15,291.15
5557500,379,0,199,194,0.2,2,2,289.15,291.15
5558400,1268,0,449,831,0.07,2,2,293.15,293.15
5559300,2245,0,719,1525,0.07,2,2,293.15,293.15
5560200,263,0,161,101,0.13,2,2,293.15,293.15
5561100,167,0,108,58,1.07,2,2,293.15,293.15
5562000,788,0,239,555,0.53,2,2,293.15,293.15
5562900,868,0,336,549,0.53,3,1,293.15,293.15
5563800,391,0,237,155,0.4,3,1,293.15,293.15
5564700,283,0,171,111,0.13,2,1,293.15,293.15
5565600,383,0,239,142,0.13,2,1,293.15,293.15
5566500,281,0,170,110,0.93,3,1,293.15,293.15
5567400,412,0,224,206,0,3,1,293.15,293.15
5568300,293,0,172,130,1.07,3,1,293.15,293.15
5569200,320,0,187,131,0,3,1,293.15,293.15
5570100,2180,0,1114,1064,0,3,1,293.15,293.15
5571000,1238,0,509,526,0,3,1,293.15,293.15
5571900,869,0,230,346,0,3,1,293.15,293.15
5572800,3187,0,942,1958,0.07,3,1,293.15,293.15
5573700,626,0,152,169,0.8,2,1,293.15,293.15
5574600,563,0,112,146,0,2,1,293.15,293.15
5575500,721,0,213,204,0,2,1,293.15,293.15
5576400,715,0,195,219,0.8,2,1,293.15,293.15
5577300,907,0,291,330,0.53,3,0,293.15,293.15
5578200,781,0,233,249,0.8,3,0,293.15,293.15
5579100,722,0,208,209,0,3,0,293.15,293.15
5580000,802,0,270,228,0.07,3,0,293.15,293.15
5580900,746,0,230,211,0.6,3,0,293.15,293.15
5581800,877,0,286,301,0,3,0,293.15,293.15
5582700,875,0,290,294,0.4,3,0,293.15,293.15
5583600,1184,0,327,551,0,3,0,293.15,293.15
5584500,848,0,229,314,0.07,3,0,293.15,293.15
5585400,2584,0,1005,1274,0.13,3,0,293.15,293.15
5586300,2704,0,903,1069,0.53,3,0,293.15,293.15
5587200,2175,0,408,888,0.2,3,0,293.15,293.15
5588100,1677,0,247,534,0.07,3,0,293.15,293.15
5589000,1537,0,232,408,0.4,3,0,293.15,293.15
5589900,1851,0,308,645,0,3,0,293.15,293.15
5590800,1843,0,296,649,0.07,3,0,293.15,293.15
5591700,4271,0,989,2404,0,3,0,293.15,293.15
5592600,1745,0,337,521,0,3,0,293.15,293.15
5593500,2477,0,549,1030,0.07,3,0,293.15,293.15
5594400,2791,0,720,1334,1.2,3,0,293.15,293.15
5595300,1335,0,342,397,0.53,3,0,293.15,293.15
5596200,1841,0,455,802,0.4,3,0,293.15,293.15
5597100,1455,0,370,508,0,3,0,293.15,293.15
5598000,3057,0,830,1632,0.4,3,0,293.15,293.15
5598900,1745,0,484,667,0.07,4,0,293.15,293.15
5599800,1005,0,388,338,0.07,4,0,293.15,293.15
5600700,637,0,388,252,0,4,0,293.15,293.15
5601600,734,0,430,322,0,4,0,293.15,293.15
5602500,1131,0,458,678,0.07,3,0,293.15,293.15
5603400,984,0,336,307,0.4,3,0,293.15,293.15
5604300,1661,0,336,476,0.8,3,0,293.15,293.15
5605200,1713,0,334,489,0.8,4,0,293.15,293.15
5606100,3633,0,647,1849,0.07,4,0,293.15,293.15
5607000,3672,0,796,2189,0,4,0,293.15,293.15
5607900,1446,0,478,663,0,4,0,293.15,293.15
5608800,936,0,336,295,0.07,4,0,293.15,293.15
5609700,1450,0,414,731,0.13,4,0,293.15,293.15
5610600,1025,0,378,350,0,4,0,293.15,293.15
5611500,1139,0,430,423,0.07,4,0,293.15,293.15
5612400,1374,0,423,649,0.13,3,1,289.15,291.15
5613300,938,0,337,295,0,2,2,289.15,291.15
5614200,936,0,336,295,0.4,2,2,289.15,291.15
5615100,931,0,332,294,0.4,2,2,289.15,291.15
5616000,1094,0,395,414,0.53,1,3,289.15,291.15
5616900,771,0,307,291,0.13,1,3,289.15,291.15
5617800,379,0,229,149,0.07,1,3,289.15,291.15
