#1 
double data(35040,10) 
#Time [s], Active power [W], Reactive power [W], Radiative heat gains [W], Convective heat gains [W], Hot water demand [l/min], Occupancy [# people awake], Occupancy [# people asleep], Setpoint SH DayZone [K], Setpoint SH NightZone [K]
3185100,467,0,291,174,0,1,0,293.15,289.15
3186000,482,0,289,197,1.2,1,0,293.15,291.15
3186900,591,0,347,256,0,1,0,293.15,291.15
3187800,529,0,315,220,0,1,0,293.15,291.15
3188700,681,0,391,305,0.93,1,0,293.15,291.15
3189600,504,0,309,192,0,1,0,293.15,291.15
3190500,569,0,343,230,0,1,0,293.15,291.15
3191400,1045,0,513,544,0,1,0,293.15,291.15
3192300,642,0,335,306,0.07,1,0,293.15,291.15
3193200,393,0,226,183,0,0,1,289.15,291.15
3194100,243,0,152,93,0,0,1,289.15,291.15
3195000,233,0,138,98,0,0,1,289.15,291.15
3195900,203,0,103,112,0,0,1,289.15,291.15
3196800,50,0,31,16,0,0,1,289.15,291.15
3197700,202,0,101,114,0,0,1,289.15,291.15
3198600,164,0,83,89,0,0,1,289.15,291.15
3199500,112,0,59,56,0,0,1,289.15,291.15
3200400,195,0,97,109,0,0,1,289.15,291.15
3201300,50,0,31,16,0,0,1,289.15,291.15
3202200,139,0,72,73,0,0,1,289.15,291.15
3203100,227,0,112,130,0,0,1,289.15,291.15
3204000,112,0,59,56,0,0,1,289.15,291.15
3204900,195,0,97,109,0,0,1,289.15,291.15
3205800,50,0,31,16,0,0,1,289.15,291.15
3206700,75,0,43,33,0,0,1,289.15,291.15
3207600,240,0,118,138,0,0,1,289.15,291.15
3208500,163,0,83,88,0,0,1,289.15,291.15
3209400,195,0,97,109,0,0,1,289.15,291.15
3210300,50,0,31,16,0,0,1,289.15,291.15
3211200,50,0,31,16,0,0,1,289.15,291.15
3212100,202,0,101,114,0,0,1,289.15,291.15
3213000,226,0,112,129,0,0,1,289.15,291.15
3213900,195,0,97,109,0,0,1,289.15,291.15
3214800,50,0,31,16,0,0,1,289.15,291.15
3215700,50,0,31,16,0,0,1,289.15,291.15
3216600,139,0,72,73,0,0,1,289.15,291.15
3217500,289,0,141,170,0,0,1,289.15,291.15
3218400,195,0,97,109,0,0,1,293.15,291.15
3219300,50,0,31,16,0,0,1,293.15,291.15
3220200,50,0,31,16,0,0,1,293.15,291.15
3221100,75,0,43,33,0,0,1,293.15,291.15
3222000,355,0,176,202,0.13,1,0,293.15,291.15
3222900,333,0,169,181,0.4,1,0,293.15,291.15
3223800,189,0,107,79,0.07,1,0,293.15,291.15
3224700,247,0,139,105,0,1,0,293.15,291.15
3225600,250,0,141,106,0.13,1,0,293.15,289.15
3226500,997,0,330,686,0,1,0,293.15,289.15
3227400,506,0,258,271,0,1,0,293.15,289.15
3228300,231,0,131,98,0,1,0,293.15,289.15
3229200,234,0,132,99,0.13,1,0,293.15,289.15
3230100,154,0,88,63,0,1,0,293.15,289.15
3231000,318,0,165,166,0.07,1,0,293.15,289.15
3231900,495,0,246,278,0,1,0,293.15,289.15
3232800,149,0,85,61,0.4,1,0,293.15,289.15
3233700,85,0,50,32,0.07,1,0,293.15,289.15
3234600,74,0,44,27,0,1,0,293.15,289.15
3235500,209,0,111,105,0.13,1,0,293.15,289.15
3236400,944,0,290,685,0.27,1,0,293.15,289.15
3237300,101,0,54,49,0,1,0,293.15,289.15
3238200,1663,0,838,822,0.07,1,0,293.15,289.15
3239100,1650,0,831,816,0.53,1,0,293.15,289.15
3240000,1112,0,559,556,0,1,0,293.15,289.15
3240900,813,0,401,440,0.07,1,0,293.15,289.15
3241800,164,0,83,89,0.13,1,0,293.15,289.15
3242700,58,0,36,19,0.53,1,0,293.15,289.15
3243600,184,0,121,60,0,1,0,293.15,289.15
3244500,317,0,202,118,0.8,1,0,293.15,289.15
3245400,569,0,335,254,0.87,1,0,293.15,289.15
3246300,526,0,316,225,0.07,1,0,293.15,289.15
3247200,612,0,275,334,0,1,0,293.15,289.15
3248100,499,0,202,294,0.13,1,0,293.15,289.15
3249000,161,0,93,71,1.07,1,0,293.15,289.15
3249900,220,0,109,125,0.13,1,0,293.15,289.15
3250800,292,0,153,155,0,1,0,293.15,289.15
3251700,477,0,312,167,0,1,0,293.15,289.15
3252600,378,0,252,124,0,1,0,293.15,289.15
3253500,461,0,292,173,0,1,0,293.15,289.15
3254400,442,0,268,186,0.07,1,0,293.15,289.15
3255300,229,0,125,116,0.13,1,0,293.15,289.15
3256200,174,0,89,93,0.13,1,0,293.15,289.15
3257100,109,0,63,43,0.33,1,0,293.15,289.15
3258000,249,0,141,111,0.2,1,0,293.15,289.15
3258900,424,0,235,200,0.4,1,0,293.15,289.15
3259800,481,0,285,202,0,1,0,293.15,289.15
3260700,463,0,255,223,0.2,1,0,293.15,289.15
3261600,293,0,181,110,0.07,1,0,293.15,289.15
3262500,477,0,282,198,0,1,0,293.15,289.15
3263400,648,0,376,285,0.07,1,0,293.15,289.15
3264300,529,0,321,208,0.4,1,0,293.15,289.15
3265200,694,0,396,314,0.13,1,0,293.15,289.15
3266100,554,0,332,224,0.07,1,0,293.15,289.15
3267000,558,0,332,229,0,1,0,293.15,289.15
3267900,519,0,292,239,0,1,0,293.15,289.15
3268800,455,0,278,175,0,1,0,293.15,289.15
3269700,656,0,379,289,0,1,0,293.15,289.15
3270600,634,0,377,266,0,1,0,293.15,289.15
3271500,586,0,356,233,0,1,0,293.15,289.15
3272400,604,0,352,264,0.47,1,0,293.15,291.15
3273300,491,0,306,182,0.07,1,0,293.15,291.15
3274200,546,0,324,228,0,1,0,293.15,291.15
3275100,574,0,324,264,0.07,1,0,293.15,291.15
3276000,265,0,167,101,0,0,1,293.15,291.15
3276900,347,0,205,154,0,0,1,293.15,291.15
3277800,114,0,81,30,0,0,1,293.15,291.15
3278700,107,0,72,35,0,0,1,293.15,291.15
3279600,240,0,118,138,0,0,1,289.15,291.15
3280500,163,0,83,88,0,0,1,289.15,291.15
3281400,195,0,97,109,0,0,1,289.15,291.15
3282300,50,0,31,16,0,0,1,289.15,291.15
3283200,50,0,31,16,0,0,1,289.15,291.15
3284100,202,0,101,114,0,0,1,289.15,291.15
3285000,226,0,112,129,0,0,1,289.15,291.15
3285900,195,0,97,109,0,0,1,289.15,291.15
3286800,50,0,31,16,0,0,1,289.15,291.15
3287700,50,0,31,16,0,0,1,289.15,291.15
3288600,139,0,72,73,0,0,1,289.15,291.15
3289500,289,0,141,170,0,0,1,289.15,291.15
3290400,195,0,97,109,0,0,1,289.15,291.15
3291300,50,0,31,16,0,0,1,289.15,291.15
3292200,50,0,31,16,0,0,1,289.15,291.15
3293100,75,0,43,33,0,0,1,289.15,291.15
3294000,302,0,147,178,0,0,1,289.15,291.15
3294900,245,0,121,141,0,0,1,289.15,291.15
3295800,50,0,31,16,0,0,1,289.15,291.15
3296700,50,0,31,16,0,0,1,289.15,291.15
3297600,50,0,31,16,0,0,2,289.15,291.15
3298500,264,0,129,153,0,0,2,289.15,291.15
3299400,309,0,150,182,0,0,2,289.15,291.15
3300300,50,0,31,16,0,0,2,289.15,291.15
3301200,50,0,31,16,0,0,2,289.15,291.15
3302100,50,0,31,16,0,0,2,289.15,291.15
3303000,201,0,100,113,0,0,2,289.15,291.15
3303900,372,0,179,222,0,0,2,289.15,291.15
3304800,50,0,31,16,0,0,2,293.15,291.15
3305700,50,0,31,16,0,0,2,293.15,291.15
3306600,50,0,31,16,0,0,2,293.15,291.15
3307500,137,0,71,72,0,0,2,293.15,291.15
3308400,385,0,185,231,0,0,2,293.15,291.15
3309300,101,0,54,49,0,0,2,293.15,291.15
3310200,50,0,31,16,0,0,2,293.15,291.15
3311100,50,0,31,16,0,0,2,293.15,291.15
3312000,112,0,59,56,0.8,0,2,293.15,289.15
3312900,347,0,167,206,0.13,1,1,293.15,289.15
3313800,455,0,203,261,0.07,1,1,293.15,289.15
3314700,699,0,248,448,0.07,2,0,293.15,289.15
3315600,358,0,212,143,0,2,0,293.15,289.15
3316500,757,0,248,269,0.87,2,0,293.15,289.15
3317400,977,0,306,388,0,1,0,293.15,289.15
3318300,837,0,227,321,0.07,1,0,293.15,289.15
3319200,626,0,130,190,0.13,1,0,293.15,289.15
3320100,699,0,177,216,0.4,2,0,293.15,289.15
3321000,809,0,237,272,0.4,2,0,293.15,289.15
3321900,917,0,287,342,0.2,2,0,293.15,289.15
3322800,924,0,285,352,0,2,0,293.15,289.15
3323700,698,0,167,229,0.33,2,0,293.15,289.15
3324600,467,0,97,145,0.13,2,0,293.15,289.15
3325500,765,0,216,552,0.4,1,0,293.15,289.15
3326400,425,0,237,199,0,1,0,293.15,289.15
3327300,344,0,182,175,0.13,1,0,293.15,289.15
3328200,439,0,253,194,0.13,1,0,293.15,289.15
3329100,192,0,112,78,0.13,1,0,293.15,289.15
3330000,232,0,125,110,0.4,1,0,293.15,289.15
3330900,315,0,163,163,0,1,0,293.15,289.15
3331800,267,0,142,131,0.93,1,0,293.15,289.15
3332700,456,0,252,219,0.53,1,0,293.15,289.15
3333600,419,0,263,153,0.2,1,0,293.15,289.15
3334500,546,0,334,215,0.47,1,0,293.15,289.15
3335400,628,0,372,268,0,2,0,293.15,289.15
3336300,909,0,385,524,0.13,2,0,293.15,289.15
3337200,671,0,392,295,0.13,2,0,293.15,289.15
3338100,546,0,339,209,1.33,2,0,293.15,289.15
3339000,580,0,356,228,0,2,0,293.15,289.15
3339900,1081,0,474,397,0,2,0,293.15,289.15
3340800,845,0,277,261,0,2,0,293.15,289.15
3341700,919,0,296,332,0.8,2,0,293.15,289.15
3342600,960,0,323,343,0,2,0,293.15,289.15
3343500,959,0,327,332,0.27,2,0,293.15,289.15
3344400,1041,0,365,385,0,2,0,293.15,289.15
3345300,897,0,298,292,0,2,0,293.15,289.15
3346200,962,0,328,336,0.07,2,0,293.15,289.15
3347100,896,0,272,335,0.13,2,0,293.15,289.15
3348000,667,0,198,229,0,2,0,293.15,289.15
3348900,1155,0,441,726,1.27,2,0,293.15,289.15
3349800,566,0,341,222,0.13,2,0,293.15,289.15
3350700,649,0,392,256,0.13,2,0,293.15,289.15
3351600,761,0,430,347,0,2,0,293.15,289.15
3352500,648,0,390,267,0.8,2,0,293.15,289.15
3353400,624,0,368,267,0.07,2,0,293.15,289.15
3354300,414,0,259,152,0.27,2,0,293.15,289.15
3355200,480,0,300,177,0,2,0,293.15,289.15
3356100,687,0,408,292,0,2,0,293.15,289.15
3357000,703,0,411,306,0,2,0,293.15,289.15
3357900,676,0,401,287,0.4,2,0,293.15,289.15
3358800,535,0,338,195,0,2,0,293.15,291.15
3359700,624,0,397,224,0.4,2,0,293.15,291.15
3360600,1024,0,447,583,0.93,2,0,293.15,291.15
3361500,755,0,430,346,0,1,1,293.15,291.15
3362400,581,0,338,255,0.07,1,1,293.15,291.15
3363300,304,0,199,102,0,0,2,293.15,291.15
3364200,231,0,152,77,0,0,2,293.15,291.15
3365100,208,0,132,76,0,0,2,293.15,291.15
3366000,435,0,236,221,0,0,2,289.15,291.15
3366900,272,0,139,150,0,0,2,289.15,291.15
3367800,50,0,31,16,0,0,2,289.15,291.15
3368700,50,0,31,16,0,0,2,289.15,291.15
3369600,50,0,31,16,0,0,2,289.15,291.15
3370500,312,0,156,175,0,1,1,289.15,291.15
3371400,916,0,282,658,0,1,1,289.15,291.15
3372300,50,0,31,16,0,0,2,289.15,291.15
3373200,50,0,31,16,0,0,2,289.15,291.15
3374100,50,0,31,16,0,0,2,289.15,291.15
3375000,201,0,100,113,0,0,2,289.15,291.15
3375900,372,0,179,222,0,0,2,289.15,291.15
3376800,50,0,31,16,0,0,2,289.15,291.15
3377700,50,0,31,16,0,0,2,289.15,291.15
3378600,50,0,31,16,0,0,2,289.15,291.15
3379500,137,0,71,72,0,0,2,289.15,291.15
3380400,385,0,185,231,0,0,2,289.15,291.15
3381300,101,0,54,49,0,0,2,289.15,291.15
3382200,50,0,31,16,0,0,2,289.15,291.15
3383100,50,0,31,16,0,0,2,289.15,291.15
3384000,112,0,59,56,0,0,2,289.15,291.15
3384900,347,0,167,206,0,0,2,289.15,291.15
3385800,164,0,83,89,0,0,2,289.15,291.15
3386700,50,0,31,16,0,0,2,289.15,291.15
3387600,50,0,31,16,0,0,2,289.15,291.15
3388500,112,0,59,56,0,0,2,289.15,291.15
3389400,283,0,138,166,0,0,2,289.15,291.15
3390300,227,0,112,130,0,0,2,289.15,291.15
3391200,50,0,31,16,0,0,2,293.15,291.15
3392100,50,0,31,16,0,0,2,293.15,291.15
3393000,112,0,59,56,0,0,2,293.15,291.15
3393900,220,0,109,125,0,0,2,293.15,291.15
3394800,240,0,118,138,0,0,2,293.15,291.15
3395700,101,0,54,49,0,0,2,293.15,291.15
3396600,50,0,31,16,0,0,2,293.15,291.15
3397500,112,0,59,56,0.4,1,1,293.15,291.15
3398400,216,0,109,119,0,1,1,293.15,289.15
3399300,311,0,161,163,10.27,1,1,293.15,289.15
3400200,324,0,171,161,0,1,1,293.15,289.15
3401100,247,0,139,105,0.13,1,1,293.15,289.15
3402000,285,0,155,134,0,1,1,293.15,289.15
3402900,325,0,169,168,1,1,1,293.15,289.15
3403800,245,0,130,121,0.07,1,1,293.15,289.15
3404700,339,0,174,180,0,1,1,293.15,289.15
3405600,248,0,149,97,0.2,1,1,293.15,289.15
3406500,508,0,188,323,0.13,2,0,293.15,289.15
3407400,486,0,218,279,0.93,1,0,293.15,289.15
3408300,689,0,238,450,0.53,1,0,293.15,289.15
3409200,426,0,231,211,0,1,0,293.15,289.15
3410100,135,0,74,64,0,1,0,293.15,289.15
3411000,159,0,88,75,0,2,0,293.15,289.15
3411900,246,0,130,128,0,2,0,293.15,289.15
3412800,86,0,55,28,0,2,0,293.15,289.15
3413700,243,0,128,128,0.13,1,0,293.15,289.15
3414600,216,0,116,108,0.13,1,0,293.15,289.15
3415500,160,0,89,75,1.27,1,0,293.15,289.15
3416400,216,0,109,119,0.07,1,0,293.15,289.15
3417300,106,0,68,36,0,1,0,293.15,289.15
3418200,285,0,174,117,0.13,1,0,293.15,289.15
3419100,469,0,278,206,0,1,0,293.15,289.15
3420000,396,0,252,148,0,1,0,293.15,289.15
3420900,468,0,284,196,0.13,2,0,293.15,289.15
3421800,275,0,183,90,0,2,0,293.15,289.15
3422700,300,0,197,104,0,2,0,293.15,289.15
3423600,514,0,305,225,0,2,0,293.15,289.15
3424500,443,0,275,176,0,2,0,293.15,289.15
3425400,512,0,312,212,0.4,2,0,293.15,289.15
3426300,791,0,326,462,0,2,0,293.15,289.15
3427200,270,0,180,87,0,2,0,293.15,289.15
3428100,452,0,271,194,0,2,0,293.15,289.15
3429000,1156,0,452,719,0,2,0,293.15,289.15
3429900,620,0,364,267,0,2,0,293.15,289.15
3430800,502,0,315,184,0,1,0,293.15,289.15
3431700,524,0,327,194,0,1,0,293.15,289.15
3432600,511,0,303,214,0.13,1,0,293.15,289.15
3433500,557,0,307,271,0,1,0,293.15,289.15
3434400,419,0,230,201,0,1,0,293.15,289.15
3435300,329,0,185,141,4.53,1,0,293.15,289.15
3436200,353,0,197,153,7.33,1,0,293.15,289.15
3437100,418,0,235,183,0.13,2,0,293.15,289.15
3438000,726,0,392,356,0,2,0,293.15,289.15
3438900,603,0,338,282,0,2,0,293.15,289.15
3439800,1445,0,454,988,0.8,2,0,293.15,289.15
3440700,3145,0,826,2317,0.07,2,0,293.15,289.15
3441600,1384,0,482,899,0.13,2,0,293.15,289.15
3442500,749,0,437,331,0.07,2,0,293.15,289.15
3443400,794,0,457,360,0.07,2,0,293.15,289.15
3444300,535,0,338,195,0.13,2,0,293.15,289.15
3445200,535,0,338,195,0,2,0,293.15,291.15
3446100,535,0,338,195,0,2,0,293.15,291.15
3447000,680,0,402,290,0.07,2,0,293.15,291.15
3447900,857,0,486,401,0.13,2,0,293.15,291.15
3448800,447,0,280,163,0,2,0,293.15,291.15
3449700,414,0,259,152,0,2,0,293.15,291.15
3450600,1030,0,399,627,0.07,2,0,293.15,291.15
3451500,858,0,395,469,0,1,1,293.15,291.15
3452400,638,0,353,316,0,0,2,289.15,291.15
3453300,354,0,222,134,0,0,2,289.15,291.15
3454200,304,0,199,102,0,0,2,289.15,291.15
3455100,304,0,199,102,0,0,2,289.15,291.15
3456000,216,0,129,90,0,0,2,289.15,291.15
3456900,347,0,167,206,0,0,2,289.15,291.15
3457800,164,0,83,89,0,0,2,289.15,291.15
3458700,50,0,31,16,0,0,2,289.15,291.15
3459600,50,0,31,16,0,0,2,289.15,291.15
3460500,112,0,59,56,0,0,2,289.15,291.15
3461400,283,0,138,166,0,0,2,289.15,291.15
3462300,227,0,112,130,0,0,2,289.15,291.15
3463200,50,0,31,16,0,0,2,289.15,291.15
3464100,50,0,31,16,0,0,2,289.15,291.15
3465000,112,0,59,56,0,0,2,289.15,291.15
3465900,220,0,109,125,0,0,2,289.15,291.15
3466800,240,0,118,138,0,0,2,289.15,291.15
3467700,101,0,54,49,0,0,2,289.15,291.15
3468600,50,0,31,16,0,0,2,289.15,291.15
3469500,112,0,59,56,0,0,2,289.15,291.15
3470400,195,0,97,109,0,0,2,289.15,291.15
3471300,202,0,101,114,0,0,2,289.15,291.15
3472200,164,0,83,89,0,0,2,289.15,291.15
3473100,50,0,31,16,0,0,2,289.15,291.15
3474000,112,0,59,56,0,0,2,289.15,291.15
3474900,195,0,97,109,0,0,2,289.15,291.15
3475800,139,0,72,73,0,0,2,289.15,291.15
3476700,227,0,112,130,0,0,2,289.15,291.15
3477600,50,0,31,16,0,0,2,293.15,291.15
3478500,112,0,59,56,0,0,2,293.15,291.15
3479400,195,0,97,109,0,0,2,293.15,291.15
3480300,75,0,43,33,0,1,1,293.15,291.15
3481200,264,0,131,149,1,1,1,293.15,291.15
3482100,146,0,79,69,0,1,1,293.15,291.15
3483000,235,0,127,111,0.07,1,1,293.15,291.15
3483900,395,0,207,199,0,1,1,293.15,291.15
3484800,250,0,141,106,0,1,1,293.15,289.15
3485700,402,0,211,204,0,2,0,293.15,289.15
3486600,364,0,193,179,0.07,2,0,293.15,289.15
3487500,307,0,166,144,0,1,0,293.15,289.15
3488400,355,0,185,181,0.8,1,0,293.15,289.15
3489300,442,0,113,144,0.13,1,0,293.15,289.15
3490200,639,0,124,217,0.07,1,0,293.15,289.15
3491100,733,0,168,277,0.13,1,0,293.15,289.15
3492000,607,0,109,198,0.13,1,0,293.15,289.15
3492900,706,0,156,258,0.07,1,0,293.15,289.15
3493800,503,0,57,139,0,1,0,293.15,289.15
3494700,499,0,53,142,0.4,1,0,293.15,289.15
3495600,645,0,118,239,0.07,1,0,293.15,289.15
3496500,640,0,130,215,0.4,1,0,293.15,289.15
3497400,558,0,176,212,0.07,1,0,293.15,289.15
3498300,171,0,110,59,0,1,0,293.15,289.15
3499200,171,0,110,59,0.13,2,0,293.15,289.15
3500100,329,0,185,156,0.07,2,0,293.15,289.15
3501000,302,0,165,153,3.07,2,0,293.15,289.15
3501900,206,0,108,110,0,2,0,293.15,289.15
3502800,70,0,50,18,0.53,2,0,293.15,289.15
3503700,1045,0,251,508,0,1,0,293.15,289.15
3504600,838,0,270,271,0.6,1,0,293.15,289.15
3505500,1002,0,346,373,0.07,1,0,293.15,289.15
3506400,873,0,284,297,0.27,1,0,293.15,289.15
3507300,720,0,209,204,0.4,1,0,293.15,289.15
3508200,683,0,177,199,0.87,1,0,293.15,289.15
3509100,633,0,138,191,0.07,1,0,293.15,289.15
3510000,844,0,241,322,0,1,0,293.15,289.15
3510900,799,0,245,287,0.07,1,0,293.15,289.15
3511800,230,0,158,69,1.6,1,0,293.15,289.15
3512700,246,0,159,84,0,1,0,293.15,289.15
3513600,173,0,115,56,0.53,1,0,293.15,289.15
3514500,377,0,203,192,0.8,1,0,293.15,289.15
3515400,518,0,277,263,0.8,2,0,293.15,289.15
3516300,351,0,213,135,0.07,2,0,293.15,289.15
3517200,383,0,230,150,0,2,0,293.15,289.15
3518100,383,0,230,150,0,2,0,293.15,289.15
3519000,533,0,300,246,0.8,2,0,293.15,289.15
3519900,846,0,476,400,0.93,2,0,293.15,289.15
3520800,419,0,259,157,0.93,2,0,293.15,289.15
3521700,407,0,253,152,0.93,2,0,293.15,289.15
3522600,414,0,259,152,8.53,2,0,293.15,289.15
3523500,1035,0,390,651,0.13,2,0,293.15,289.15
3524400,1193,0,446,778,0,2,0,293.15,289.15
3525300,408,0,241,169,0,2,0,293.15,289.15
3526200,582,0,299,280,0.13,2,0,293.15,289.15
3527100,889,0,376,511,0.4,2,0,293.15,289.15
3528000,597,0,367,234,0.4,2,0,293.15,289.15
3528900,832,0,475,384,0.07,2,0,293.15,289.15
3529800,649,0,391,267,0.13,2,0,293.15,289.15
3530700,602,0,382,216,0.47,2,0,293.15,289.15
3531600,557,0,353,202,0.07,1,1,293.15,291.15
3532500,597,0,367,234,0,1,1,293.15,291.15
3533400,640,0,362,299,0.4,1,1,293.15,291.15
3534300,473,0,263,226,0.53,1,1,293.15,291.15
3535200,414,0,259,152,0,1,1,293.15,291.15
3536100,256,0,163,90,0,0,2,293.15,291.15
3537000,245,0,149,99,0,0,2,293.15,291.15
3537900,353,0,199,168,0,0,2,293.15,291.15
3538800,367,0,203,181,0,0,2,289.15,291.15
3539700,149,0,86,66,0,0,2,289.15,291.15
3540600,50,0,31,16,0,0,2,289.15,291.15
3541500,112,0,59,56,0,0,2,289.15,291.15
3542400,195,0,97,109,0,0,2,289.15,291.15
3543300,202,0,101,114,0,0,2,289.15,291.15
3544200,164,0,83,89,0,0,2,289.15,291.15
3545100,50,0,31,16,0,0,2,289.15,291.15
3546000,112,0,59,56,0,0,2,289.15,291.15
3546900,195,0,97,109,0,0,2,289.15,291.15
3547800,139,0,72,73,0,0,2,289.15,291.15
3548700,227,0,112,130,0,0,2,289.15,291.15
3549600,50,0,31,16,0,0,2,289.15,291.15
3550500,112,0,59,56,0,0,2,289.15,291.15
3551400,195,0,97,109,0,0,2,289.15,291.15
3552300,75,0,43,33,0,0,2,289.15,291.15
3553200,240,0,118,138,0,0,2,289.15,291.15
3554100,101,0,54,49,0,0,2,289.15,291.15
3555000,112,0,59,56,0,0,2,289.15,291.15
3555900,195,0,97,109,0,0,2,289.15,291.15
3556800,50,0,31,16,0,0,2,289.15,291.15
3557700,202,0,101,114,0,0,2,289.15,291.15
3558600,164,0,83,89,0,0,2,289.15,291.15
3559500,112,0,59,56,0,0,2,289.15,291.15
3560400,195,0,97,109,0,0,2,289.15,291.15
3561300,50,0,31,16,0,0,2,289.15,291.15
3562200,139,0,72,73,0,0,2,289.15,291.15
3563100,227,0,112,130,0,0,2,289.15,291.15
3564000,112,0,59,56,0,0,2,293.15,291.15
3564900,195,0,97,109,0,0,2,293.15,291.15
3565800,50,0,31,16,0,0,2,293.15,291.15
3566700,75,0,43,33,0,0,2,293.15,291.15
3567600,240,0,118,138,0,0,2,293.15,291.15
3568500,163,0,83,88,0,0,2,293.15,291.15
3569400,195,0,97,109,0,0,2,293.15,291.15
3570300,50,0,31,16,0,0,2,293.15,291.15
3571200,50,0,31,16,0,0,2,293.15,289.15
3572100,202,0,101,114,0,0,2,293.15,289.15
3573000,226,0,112,129,0,0,2,293.15,289.15
3573900,213,0,108,117,0,1,1,293.15,289.15
3574800,106,0,62,42,0.53,1,1,293.15,289.15
3575700,149,0,85,61,0.4,1,1,293.15,289.15
3576600,259,0,138,127,0,1,1,293.15,289.15
3577500,679,0,207,291,0,2,0,293.15,289.15
3578400,1119,0,231,596,0,2,0,293.15,289.15
3579300,575,0,97,171,0.87,2,0,293.15,289.15
3580200,548,0,82,159,0,2,0,293.15,289.15
3581100,635,0,138,193,0.07,2,0,293.15,289.15
3582000,747,0,169,297,0.2,2,0,293.15,289.15
3582900,698,0,147,264,0.07,2,0,293.15,289.15
3583800,1242,0,195,741,0,2,0,293.15,289.15
3584700,2655,0,441,1908,0,2,0,293.15,289.15
3585600,1816,0,374,1136,0.47,2,0,293.15,289.15
3586500,874,0,266,323,0.13,2,0,293.15,289.15
3587400,866,0,258,328,0,2,0,293.15,289.15
3588300,613,0,144,163,0.07,2,0,293.15,289.15
3589200,295,0,202,90,0.4,2,0,293.15,289.15
3590100,809,0,279,528,0.8,2,0,293.15,289.15
3591000,455,0,237,190,0.8,2,0,293.15,289.15
3591900,1055,0,362,418,0.07,2,0,293.15,289.15
3592800,733,0,212,216,0.8,2,0,293.15,289.15
3593700,984,0,251,426,0.2,2,0,293.15,289.15
3594600,1052,0,291,455,0,2,0,293.15,289.15
3595500,922,0,316,309,0,2,0,293.15,289.15
3596400,1148,0,418,457,0,2,0,293.15,289.15
3597300,872,0,292,279,0.27,2,0,293.15,289.15
3598200,698,0,183,209,0,2,0,293.15,289.15
3599100,571,0,106,159,0,2,0,293.15,289.15
3600000,247,0,94,96,0,2,0,293.15,289.15
3600900,465,0,238,254,0.27,2,0,293.15,289.15
3601800,505,0,293,221,0,2,0,293.15,289.15
3602700,464,0,287,174,0.47,2,0,293.15,289.15
3603600,503,0,309,191,0.53,2,0,293.15,289.15
3604500,586,0,356,233,0,2,0,293.15,289.15
3605400,1779,0,960,839,0,2,0,293.15,289.15
3606300,1588,0,835,768,0,2,0,293.15,289.15
3607200,536,0,315,218,0.2,2,0,293.15,289.15
3608100,536,0,271,262,0,1,0,293.15,289.15
3609000,841,0,324,521,0.4,1,0,293.15,289.15
3609900,541,0,298,258,0.07,1,0,293.15,289.15
3610800,1025,0,417,625,0,1,0,293.15,289.15
3611700,422,0,243,181,1,1,0,293.15,289.15
3612600,382,0,230,150,0.13,1,0,293.15,289.15
3613500,445,0,259,189,0.4,1,0,293.15,289.15
3614400,536,0,302,245,0,1,0,293.15,289.15
3615300,648,0,374,286,0.2,2,0,293.15,289.15
3616200,750,0,450,309,0,2,0,293.15,289.15
3617100,592,0,368,221,0,2,0,293.15,289.15
3618000,1099,0,428,674,0.13,2,0,293.15,291.15
3618900,678,0,403,287,0,2,0,293.15,291.15
3619800,592,0,358,240,0.87,2,0,293.15,291.15
3620700,592,0,341,266,0.07,2,0,293.15,291.15
3621600,404,0,250,151,0.8,2,0,293.15,291.15
3622500,553,0,335,222,0.4,1,1,293.15,291.15
3623400,669,0,394,286,0,1,1,293.15,291.15
3624300,561,0,350,211,0,1,1,293.15,291.15
3625200,1036,0,436,617,0,1,1,289.15,291.15
3626100,457,0,278,182,0.4,1,1,289.15,291.15
3627000,141,0,86,58,0,0,2,289.15,291.15
3627900,203,0,105,110,0,0,2,289.15,291.15
3628800,50,0,31,16,0,0,2,289.15,291.15
3629700,202,0,101,114,0,0,2,289.15,291.15
3630600,164,0,83,89,0,0,2,289.15,291.15
3631500,112,0,59,56,0,0,2,289.15,291.15
3632400,195,0,97,109,0,0,2,289.15,291.15
3633300,50,0,31,16,0,0,2,289.15,291.15
3634200,139,0,72,73,0,0,2,289.15,291.15
3635100,227,0,112,130,0,0,2,289.15,291.15
3636000,112,0,59,56,0,0,2,289.15,291.15
3636900,195,0,97,109,0,0,2,289.15,291.15
3637800,50,0,31,16,0,0,2,289.15,291.15
3638700,75,0,43,33,0,0,2,289.15,291.15
3639600,240,0,118,138,0,0,2,289.15,291.15
3640500,163,0,83,88,0,0,2,289.15,291.15
3641400,195,0,97,109,0,0,2,289.15,291.15
3642300,50,0,31,16,0,0,2,289.15,291.15
3643200,50,0,31,16,0,0,2,289.15,291.15
3644100,202,0,101,114,0,0,2,289.15,291.15
3645000,226,0,112,129,0,0,2,289.15,291.15
3645900,240,0,122,129,0,1,1,289.15,291.15
3646800,143,0,82,58,0.33,1,1,289.15,291.15
3647700,207,0,117,87,0.8,1,1,289.15,291.15
3648600,339,0,182,163,0.07,1,1,289.15,291.15
3649500,489,0,251,260,0,1,1,289.15,291.15
3650400,395,0,207,199,0.07,1,1,293.15,291.15
