#1 
double data(35040,10) 
#Time [s], Active power [W], Reactive power [W], Radiative heat gains [W], Convective heat gains [W], Hot water demand [l/min], Occupancy [# people awake], Occupancy [# people asleep], Setpoint SH DayZone [K], Setpoint SH NightZone [K]
2123100,565,0,348,218,0.87,2,1,289.15,289.15
2124000,659,0,380,291,0.07,1,1,289.15,289.15
2124900,518,0,307,218,0,1,1,289.15,289.15
2125800,410,0,227,199,0.4,2,1,289.15,289.15
2126700,426,0,269,161,0.13,2,1,289.15,289.15
2127600,294,0,193,98,0,2,1,289.15,289.15
2128500,881,0,369,517,0.4,2,1,289.15,289.15
2129400,623,0,309,326,0.07,2,1,289.15,289.15
2130300,508,0,296,224,0.6,2,1,289.15,289.15
2131200,593,0,338,269,0.53,2,1,289.15,289.15
2132100,504,0,309,192,0,2,1,289.15,289.15
2133000,504,0,309,192,0.07,2,1,289.15,289.15
2133900,639,0,386,261,0.87,2,1,289.15,289.15
2134800,674,0,393,296,0.13,2,1,293.15,293.15
2135700,689,0,399,307,0.13,2,1,293.15,293.15
2136600,996,0,432,569,0.13,2,1,293.15,293.15
2137500,414,0,259,152,0.13,2,1,293.15,293.15
2138400,472,0,291,179,0.2,2,1,293.15,293.15
2139300,598,0,345,264,0.4,2,1,293.15,293.15
2140200,752,0,424,348,0,2,1,293.15,293.15
2141100,725,0,417,323,0,2,1,293.15,293.15
2142000,542,0,336,203,0,2,1,293.15,293.15
2142900,524,0,327,194,0.27,2,1,293.15,293.15
2143800,522,0,326,195,1.67,2,1,293.15,293.15
2144700,595,0,342,268,0.13,3,1,293.15,293.15
2145600,790,0,454,360,0,3,1,293.15,293.15
2146500,1184,0,483,707,0.4,4,0,293.15,293.15
2147400,505,0,313,189,0.27,3,1,293.15,293.15
2148300,451,0,280,168,0.2,3,1,293.15,293.15
2149200,611,0,374,238,0,3,1,293.15,293.15
2150100,1430,0,531,761,0.8,3,1,293.15,293.15
2151000,1445,0,493,668,0.13,3,1,293.15,293.15
2151900,1440,0,470,663,0.13,3,1,293.15,293.15
2152800,929,0,328,295,0.07,3,1,289.15,291.15
2153700,940,0,338,296,0.27,3,1,289.15,291.15
2154600,1017,0,372,347,0.53,3,1,289.15,291.15
2155500,1284,0,496,516,0.13,3,1,289.15,291.15
2156400,1040,0,379,366,0.53,2,2,289.15,291.15
2157300,918,0,318,294,0,1,3,289.15,291.15
2158200,872,0,282,284,0.13,1,3,289.15,291.15
2159100,776,0,220,250,0,1,3,289.15,291.15
2160000,980,0,314,381,0.2,1,3,289.15,291.15
2160900,1011,0,311,426,0.2,1,3,289.15,291.15
2161800,559,0,147,189,0.47,1,3,289.15,291.15
2162700,250,0,141,106,1,1,3,289.15,291.15
2163600,183,0,104,76,0.13,1,3,289.15,291.15
2164500,50,0,31,16,0,0,4,289.15,291.15
2165400,374,0,180,224,0,0,4,289.15,291.15
2166300,267,0,131,155,0,0,4,289.15,291.15
2167200,50,0,31,16,0,0,4,289.15,291.15
2168100,50,0,31,16,0,0,4,289.15,291.15
2169000,50,0,31,16,0,0,4,289.15,291.15
2169900,149,0,76,80,0,0,4,289.15,291.15
2170800,395,0,190,237,0,0,4,289.15,291.15
2171700,148,0,76,79,0,0,4,289.15,291.15
2172600,50,0,31,16,0,0,4,289.15,291.15
2173500,50,0,31,16,0,0,4,289.15,291.15
2174400,50,0,31,16,0,0,4,289.15,291.15
2175300,269,0,131,156,0,0,4,289.15,291.15
2176200,332,0,160,197,0,0,4,289.15,291.15
2177100,91,0,50,43,0,0,4,289.15,291.15
2178000,50,0,31,16,0,0,4,289.15,291.15
2178900,50,0,31,16,0,0,4,289.15,291.15
2179800,126,0,66,65,0,0,4,289.15,291.15
2180700,312,0,152,184,0,0,4,289.15,291.15
2181600,243,0,120,140,0,0,4,293.15,289.15
2182500,60,0,36,23,0,0,4,293.15,289.15
2183400,50,0,31,16,0,0,4,293.15,289.15
2184300,77,0,46,28,0,1,3,293.15,289.15
2185200,308,0,158,164,0,1,3,293.15,289.15
2186100,502,0,263,260,1,1,3,293.15,289.15
2187000,216,0,122,105,0,0,3,293.15,289.15
2187900,108,0,75,30,0,1,2,293.15,289.15
2188800,243,0,161,79,0.13,1,2,293.15,289.15
2189700,407,0,243,167,0.07,2,1,293.15,289.15
2190600,565,0,316,265,0.07,2,1,293.15,289.15
2191500,1501,0,474,1042,0,2,1,293.15,289.15
2192400,571,0,269,309,0.47,2,1,289.15,289.15
2193300,361,0,159,199,0.07,2,1,289.15,289.15
2194200,1106,0,331,772,0,2,1,289.15,289.15
2195100,1560,0,821,752,0,2,1,289.15,289.15
2196000,3405,0,1736,1683,0.13,1,1,289.15,289.15
2196900,1216,0,639,590,0,0,1,289.15,289.15
2197800,373,0,221,156,0,0,1,289.15,289.15
2198700,125,0,79,43,0.07,1,1,289.15,289.15
2199600,106,0,57,51,0,0,1,289.15,289.15
2200500,339,0,173,182,0,1,0,289.15,289.15
2201400,275,0,145,137,0.07,1,0,289.15,289.15
2202300,709,0,238,483,0.07,1,0,289.15,289.15
2203200,131,0,83,49,0.4,2,0,289.15,289.15
2204100,82,0,60,19,1.13,2,0,289.15,289.15
2205000,360,0,212,159,0,1,0,289.15,289.15
2205900,458,0,260,212,0.13,2,0,289.15,289.15
2206800,409,0,246,167,0,2,0,289.15,289.15
2207700,575,0,339,249,0.13,2,0,289.15,289.15
2208600,397,0,244,151,0,2,0,289.15,289.15
2209500,645,0,218,428,1.67,2,0,289.15,289.15
2210400,373,0,208,181,0.07,2,0,289.15,289.15
2211300,259,0,155,108,0.07,2,0,289.15,289.15
2212200,214,0,121,100,0,2,0,289.15,289.15
2213100,231,0,123,119,0,2,0,289.15,289.15
2214000,104,0,65,36,0.13,1,1,289.15,289.15
2214900,291,0,159,142,0.07,1,1,289.15,289.15
2215800,391,0,218,187,0.93,1,1,289.15,289.15
2216700,283,0,181,99,0,2,0,289.15,289.15
2217600,469,0,277,202,0,3,0,289.15,289.15
2218500,501,0,300,208,0.07,3,0,289.15,289.15
2219400,521,0,328,193,0.07,3,0,289.15,289.15
2220300,685,0,404,298,0.8,3,0,289.15,289.15
2221200,928,0,377,557,1,3,0,293.15,293.15
2222100,2657,0,698,1958,0.53,3,0,293.15,293.15
2223000,1564,0,530,881,0.07,3,0,293.15,293.15
2223900,3932,0,702,1986,0,3,0,293.15,293.15
2224800,4109,0,734,2136,0.47,3,0,293.15,293.15
2225700,1304,0,440,548,0.13,3,0,293.15,293.15
2226600,2645,0,687,1955,0.07,3,0,293.15,293.15
2227500,2303,0,596,1708,0.13,3,0,293.15,293.15
2228400,634,0,373,274,0.07,2,0,293.15,293.15
2229300,589,0,363,229,0,2,0,293.15,293.15
2230200,725,0,426,316,0.13,2,0,293.15,293.15
2231100,624,0,373,258,0.13,2,0,293.15,293.15
2232000,612,0,386,223,0,3,0,293.15,293.15
2232900,604,0,368,240,0.13,3,0,293.15,293.15
2233800,690,0,409,294,0.8,3,0,293.15,293.15
2234700,647,0,389,266,0,3,0,293.15,293.15
2235600,725,0,426,316,0.13,4,0,293.15,293.15
2236500,548,0,344,203,0,4,0,293.15,293.15
2237400,535,0,338,195,0.2,4,0,293.15,293.15
2238300,711,0,434,284,0,3,0,293.15,293.15
2239200,645,0,382,274,0,3,0,289.15,291.15
2240100,759,0,443,333,0,2,1,289.15,291.15
2241000,670,0,401,278,0,2,1,289.15,291.15
2241900,669,0,361,305,0.8,2,1,289.15,291.15
2242800,801,0,383,416,0.4,2,1,289.15,291.15
2243700,645,0,377,279,0,2,1,289.15,291.15
2244600,684,0,387,314,0.07,2,1,289.15,291.15
2245500,658,0,370,304,0.87,1,2,289.15,291.15
2246400,798,0,301,497,0.4,1,2,289.15,291.15
2247300,493,0,304,186,0,1,2,289.15,291.15
2248200,337,0,198,136,0.53,1,2,289.15,291.15
2249100,417,0,223,206,0,1,2,289.15,291.15
2250000,445,0,230,237,0,1,2,289.15,291.15
2250900,182,0,94,98,0,0,3,289.15,291.15
2251800,50,0,31,16,0,0,3,289.15,291.15
2252700,50,0,31,16,0,1,2,289.15,291.15
2253600,91,0,50,43,0,0,3,289.15,291.15
2254500,281,0,137,164,0,0,3,289.15,291.15
2255400,281,0,137,164,0,0,3,289.15,291.15
2256300,88,0,48,41,0,0,3,289.15,291.15
2257200,50,0,31,16,0,0,3,289.15,291.15
2258100,50,0,31,16,0,0,3,289.15,291.15
2259000,122,0,64,63,0,0,3,289.15,291.15
2259900,370,0,178,221,0,0,3,289.15,291.15
2260800,200,0,100,112,0,0,3,289.15,291.15
2261700,50,0,31,16,0,0,3,289.15,291.15
2262600,50,0,31,16,0,0,3,289.15,291.15
2263500,50,0,31,16,0,0,3,289.15,291.15
2264400,217,0,108,123,0,0,3,289.15,291.15
2265300,374,0,180,224,0,0,3,289.15,291.15
2266200,109,0,59,52,0.4,0,3,289.15,291.15
2267100,122,0,70,49,0.4,1,2,289.15,291.15
2268000,183,0,104,76,0,1,2,293.15,289.15
2268900,234,0,132,99,0,1,2,293.15,289.15
2269800,536,0,273,290,0,1,2,293.15,289.15
2270700,505,0,258,270,0,2,2,293.15,289.15
2271600,250,0,141,106,0,2,2,293.15,289.15
2272500,250,0,141,106,0,2,2,293.15,289.15
2273400,250,0,141,106,0.13,2,2,293.15,289.15
2274300,311,0,169,145,0,2,2,293.15,289.15
2275200,595,0,300,327,0.13,2,2,293.15,289.15
2276100,1659,0,420,1250,0,3,1,293.15,289.15
2277000,2772,0,570,2199,0.2,3,1,293.15,289.15
2277900,1365,0,419,944,0.07,3,1,293.15,289.15
2278800,2328,0,1197,1128,0,3,1,289.15,289.15
2279700,892,0,451,456,0.93,3,1,289.15,289.15
2280600,487,0,242,274,0.07,2,1,289.15,289.15
2281500,212,0,121,92,0.4,3,0,289.15,289.15
2282400,768,0,234,531,0,3,0,289.15,289.15
2283300,302,0,177,122,0.07,3,0,289.15,289.15
2284200,389,0,228,161,0.13,3,0,289.15,289.15
2285100,704,0,398,329,0.47,3,0,289.15,289.15
2286000,646,0,369,297,0.07,3,0,289.15,289.15
2286900,425,0,267,156,0.07,2,0,289.15,289.15
2287800,415,0,263,149,0,2,0,289.15,289.15
2288700,228,0,150,75,0,2,0,289.15,289.15
2289600,229,0,126,112,0,2,0,289.15,289.15
2290500,1942,0,795,1173,0,3,0,289.15,289.15
2291400,2196,0,1104,1103,1,4,0,289.15,289.15
2292300,441,0,249,190,0,2,1,289.15,289.15
2293200,180,0,118,59,0.53,1,1,289.15,289.15
2294100,196,0,121,75,0.13,1,1,289.15,289.15
2295000,361,0,197,180,0,1,1,289.15,289.15
2295900,507,0,286,241,0.2,1,1,289.15,289.15
2296800,355,0,210,153,0.07,1,1,289.15,289.15
2297700,171,0,110,59,0.8,1,1,289.15,289.15
2298600,171,0,110,59,0.4,1,1,289.15,289.15
2299500,285,0,164,129,0.27,2,0,289.15,289.15
2300400,383,0,213,188,0.87,1,0,289.15,289.15
2301300,338,0,192,159,0,0,0,289.15,289.15
2302200,255,0,154,106,0,0,0,289.15,289.15
2303100,183,0,120,60,0,0,0,289.15,289.15
2304000,819,0,335,483,0,1,0,289.15,289.15
2304900,441,0,241,216,0.87,2,0,289.15,289.15
2305800,2356,0,621,1746,0,2,0,289.15,289.15
2306700,2710,0,751,1972,0,2,0,289.15,289.15
2307600,655,0,391,265,0.07,2,0,293.15,293.15
2308500,626,0,384,240,0,2,0,293.15,293.15
2309400,643,0,377,273,0,2,0,293.15,293.15
2310300,604,0,347,274,0,1,0,293.15,293.15
2311200,479,0,280,205,0,1,0,293.15,293.15
2312100,537,0,301,249,0,2,0,293.15,293.15
2313000,393,0,235,156,0,2,0,293.15,293.15
2313900,383,0,230,150,0,2,0,293.15,293.15
2314800,460,0,244,232,0,2,0,293.15,293.15
2315700,448,0,251,206,0.4,3,0,293.15,293.15
2316600,627,0,375,259,0,3,0,293.15,293.15
2317500,670,0,400,280,0,3,0,293.15,293.15
2318400,535,0,338,195,0.8,3,0,293.15,293.15
2319300,624,0,379,251,0.27,3,0,293.15,293.15
2320200,1574,0,570,1021,0.13,3,0,293.15,293.15
2321100,2683,0,710,1972,0,2,1,293.15,293.15
2322000,2183,0,649,1544,0,2,1,293.15,293.15
2322900,1028,0,444,592,0,3,1,293.15,293.15
2323800,658,0,356,299,0.93,3,1,293.15,293.15
2324700,568,0,325,257,0,3,1,293.15,293.15
2325600,652,0,390,272,0.8,3,1,289.15,291.15
2326500,634,0,402,230,0.33,1,3,289.15,291.15
2327400,663,0,384,292,0.13,1,3,289.15,291.15
2328300,608,0,371,241,0.07,1,3,289.15,291.15
2329200,579,0,352,232,0,1,3,289.15,291.15
2330100,604,0,347,274,0.13,1,3,289.15,291.15
2331000,180,0,120,61,0,0,4,289.15,291.15
2331900,116,0,72,45,0,0,4,289.15,291.15
2332800,205,0,102,116,0,0,4,289.15,291.15
2333700,91,0,50,43,0,0,4,289.15,291.15
2334600,215,0,107,122,0,0,4,289.15,291.15
2335500,189,0,95,106,0,0,4,289.15,291.15
2336400,50,0,31,16,0,0,4,289.15,291.15
2337300,122,0,64,63,0,0,4,289.15,291.15
2338200,205,0,102,116,0,0,4,289.15,291.15
2339100,124,0,65,63,0,0,4,289.15,291.15
2340000,240,0,118,138,0,0,4,289.15,291.15
2340900,101,0,54,49,0,0,4,289.15,291.15
2341800,50,0,31,16,0,0,4,289.15,291.15
2342700,153,0,78,82,0,0,4,289.15,291.15
2343600,184,0,93,102,0,0,4,289.15,291.15
2344500,202,0,101,114,0,0,4,289.15,291.15
2345400,202,0,101,114,0,0,4,289.15,291.15
2346300,50,0,31,16,0,0,4,289.15,291.15
2347200,50,0,31,16,0,0,4,289.15,291.15
2348100,184,0,93,102,0,0,4,289.15,291.15
2349000,204,0,102,115,0,0,4,289.15,291.15
2349900,240,0,118,138,0,0,4,289.15,291.15
2350800,113,0,60,57,0,0,4,289.15,291.15
2351700,50,0,31,16,0,0,4,289.15,291.15
2352600,60,0,36,23,0,0,4,289.15,291.15
2353500,205,0,102,116,0,1,3,289.15,291.15
2354400,310,0,155,173,0,1,3,293.15,289.15
2355300,345,0,179,181,0.4,1,3,293.15,289.15
2356200,50,0,31,16,0.4,0,3,293.15,289.15
2357100,71,0,43,26,0,1,3,293.15,289.15
2358000,131,0,72,61,0.13,1,3,293.15,289.15
2358900,350,0,178,188,0.4,2,2,293.15,289.15
2359800,383,0,193,210,0.4,1,2,293.15,289.15
2360700,126,0,66,65,0,0,2,293.15,289.15
2361600,66,0,40,24,0,0,2,293.15,289.15
2362500,175,0,100,73,0.13,1,1,293.15,289.15
2363400,285,0,154,136,0.8,1,1,293.15,289.15
2364300,532,0,270,287,0.13,2,0,293.15,289.15
2365200,438,0,227,226,0.4,2,0,289.15,289.15
2366100,250,0,141,106,0.13,2,0,289.15,289.15
2367000,250,0,141,106,0.27,2,0,289.15,289.15
2367900,250,0,141,106,0.13,2,0,289.15,289.15
2368800,379,0,200,189,0.2,1,0,289.15,289.15
2369700,576,0,292,314,0,1,0,289.15,289.15
2370600,350,0,193,164,0.8,1,0,289.15,289.15
2371500,243,0,142,99,0,2,0,289.15,289.15
2372400,748,0,155,91,0.4,2,0,289.15,289.15
2373300,1501,0,159,92,0.4,2,0,289.15,289.15
2374200,1251,0,273,251,0.53,2,0,289.15,289.15
2375100,540,0,288,279,0,2,0,289.15,289.15
2376000,245,0,152,91,0,2,0,289.15,289.15
2376900,464,0,292,170,0,3,0,289.15,289.15
2377800,2175,0,583,1589,0.2,3,0,289.15,289.15
2378700,2609,0,658,1950,0,3,0,289.15,289.15
2379600,803,0,443,392,0.13,3,0,289.15,289.15
2380500,544,0,323,235,0,3,0,289.15,289.15
2381400,315,0,214,99,0,3,0,289.15,289.15
2382300,221,0,149,70,0.13,3,0,289.15,289.15
2383200,653,0,239,412,0.07,3,0,289.15,289.15
2384100,349,0,206,155,0,2,0,289.15,289.15
2385000,451,0,226,256,0,2,0,289.15,289.15
2385900,188,0,110,81,0.13,2,0,289.15,289.15
2386800,233,0,148,82,0,2,0,289.15,289.15
2387700,251,0,154,95,0.13,2,0,289.15,289.15
2388600,299,0,186,111,0.87,2,0,289.15,289.15
2389500,619,0,346,296,0.07,2,0,289.15,289.15
2390400,691,0,393,322,0,2,0,289.15,289.15
2391300,354,0,221,131,0.2,3,0,289.15,289.15
2392200,475,0,300,173,0,3,0,289.15,289.15
2393100,507,0,320,184,3.73,3,0,289.15,289.15
2394000,551,0,332,226,8.53,4,0,293.15,293.15
2394900,853,0,485,394,0,4,0,293.15,293.15
2395800,786,0,457,342,0.13,4,0,293.15,293.15
2396700,618,0,378,237,0,4,0,293.15,293.15
2397600,601,0,367,231,0,4,0,293.15,293.15
2398500,591,0,361,227,0.13,4,0,293.15,293.15
2399400,670,0,392,294,0.4,4,0,293.15,293.15
2400300,673,0,378,319,0.07,4,0,293.15,293.15
2401200,518,0,307,218,0,4,0,293.15,293.15
2402100,414,0,259,152,0.07,4,0,293.15,293.15
2403000,414,0,259,152,0.8,4,0,293.15,293.15
2403900,490,0,294,201,0,3,0,293.15,293.15
2404800,992,0,471,538,0,3,0,293.15,293.15
2405700,1346,0,509,854,0.4,4,0,293.15,293.15
2406600,608,0,371,241,0,4,0,293.15,293.15
2407500,535,0,338,195,0.13,4,0,293.15,293.15
2408400,535,0,338,195,0.8,4,0,293.15,293.15
2409300,700,0,414,300,0.2,4,0,293.15,293.15
2410200,716,0,421,310,0.13,4,0,293.15,293.15
2411100,1312,0,559,765,0.93,4,0,293.15,293.15
2412000,577,0,357,221,0.07,4,0,289.15,291.15
2412900,535,0,338,195,0.8,3,1,289.15,291.15
2413800,599,0,367,235,0.13,2,2,289.15,291.15
2414700,725,0,426,316,0,1,3,289.15,291.15
2415600,658,0,395,273,0.8,1,3,289.15,291.15
2416500,1095,0,409,395,0,1,3,289.15,291.15
2417400,940,0,334,301,0.13,1,3,289.15,291.15
2418300,897,0,298,292,0,1,3,289.15,291.15
2419200,984,0,326,367,0.93,1,3,289.15,291.15
2420100,807,0,211,305,0.4,1,3,289.15,291.15
2421000,758,0,188,274,0,1,3,289.15,291.15
2421900,789,0,203,293,0.13,1,3,289.15,291.15
2422800,655,0,141,207,0,1,3,289.15,291.15
2423700,489,0,164,186,0,1,3,289.15,291.15
2424600,373,0,192,198,0.27,1,3,289.15,291.15
2425500,113,0,60,57,0,0,3,289.15,291.15
2426400,184,0,93,102,0,0,3,289.15,291.15
2427300,153,0,78,82,0,0,3,289.15,291.15
2428200,50,0,31,16,0,0,3,289.15,291.15
2429100,189,0,95,106,0,0,3,289.15,291.15
2430000,215,0,107,122,0,0,3,289.15,291.15
2430900,60,0,36,23,0,0,3,289.15,291.15
2431800,205,0,102,116,0,0,3,289.15,291.15
2432700,122,0,64,63,0,0,3,289.15,291.15
2433600,88,0,48,41,0,0,3,289.15,291.15
2434500,240,0,118,138,0,0,3,289.15,291.15
2435400,126,0,66,65,0,0,3,289.15,291.15
2436300,91,0,50,43,0,0,3,289.15,291.15
2437200,205,0,102,116,0,0,3,289.15,291.15
2438100,91,0,50,43,0,0,3,289.15,291.15
2439000,177,0,89,97,0,0,3,289.15,291.15
2439900,227,0,112,130,0,0,3,289.15,291.15
2440800,50,0,31,16,0,0,3,293.15,289.15
2441700,122,0,64,63,0,0,3,293.15,289.15
2442600,634,0,186,461,0.07,1,2,293.15,289.15
2443500,126,0,69,57,0,1,2,293.15,289.15
2444400,387,0,199,204,0.07,1,2,293.15,289.15
2445300,323,0,173,156,0,2,2,293.15,289.15
2446200,252,0,143,107,0,3,1,293.15,289.15
2447100,365,0,199,173,0.07,3,1,293.15,289.15
2448000,396,0,214,193,0.2,3,1,293.15,289.15
2448900,376,0,204,180,0,3,1,293.15,289.15
2449800,829,0,239,323,0.07,3,1,293.15,289.15
2450700,666,0,152,208,0,3,1,293.15,289.15
2451600,620,0,123,191,0.2,3,1,289.15,289.15
2452500,728,0,169,266,0.8,4,0,289.15,289.15
2453400,792,0,210,287,0.4,3,0,289.15,289.15
2454300,901,0,270,344,0.07,3,0,289.15,289.15
2455200,743,0,192,255,0.07,3,0,289.15,289.15
2456100,616,0,132,178,0.07,1,0,289.15,289.15
2457000,319,0,94,101,0,1,0,289.15,289.15
2457900,248,0,126,135,0,2,0,289.15,289.15
2458800,237,0,118,133,0,2,0,289.15,289.15
2459700,267,0,133,150,0.13,2,0,289.15,289.15
2460600,615,0,144,469,0.8,2,0,289.15,289.15
2461500,197,0,132,62,0,2,0,289.15,289.15
2462400,324,0,202,124,7.47,2,0,289.15,289.15
2463300,518,0,307,224,1.87,3,0,289.15,289.15
2464200,978,0,405,593,0.27,3,0,289.15,289.15
2465100,465,0,289,185,0.07,3,0,289.15,289.15
2466000,373,0,249,121,0,3,0,289.15,289.15
2466900,335,0,228,105,0,3,0,289.15,289.15
2467800,1074,0,375,704,0.47,3,0,289.15,289.15
2468700,579,0,340,260,0.53,3,0,289.15,289.15
2469600,522,0,303,236,0,2,0,289.15,289.15
2470500,701,0,228,291,0,2,0,289.15,289.15
2471400,1184,0,319,559,0.07,2,0,289.15,289.15
2472300,596,0,133,157,0,2,0,289.15,289.15
2473200,760,0,218,246,0,2,0,289.15,289.15
2474100,1133,0,420,438,0.07,2,0,289.15,289.15
2475000,966,0,344,329,1.6,2,0,289.15,289.15
2475900,757,0,229,222,0,2,0,289.15,289.15
2476800,728,0,204,218,0,2,0,289.15,289.15
2477700,1481,0,587,587,0.07,2,0,289.15,289.15
2478600,2929,0,1280,1365,0.13,2,0,289.15,289.15
2479500,2158,0,630,1252,0.13,2,0,289.15,289.15
2480400,2638,0,510,1825,0.8,2,0,293.15,293.15
2481300,2523,0,542,1898,0,3,0,293.15,293.15
2482200,1142,0,325,814,5.67,3,0,293.15,293.15
2483100,302,0,184,116,3.87,3,0,293.15,293.15
2484000,2051,0,583,1497,0.2,3,0,293.15,293.15
2484900,3148,0,786,2381,0,4,0,293.15,293.15
2485800,839,0,332,504,0,4,0,293.15,293.15
2486700,414,0,259,152,0.8,4,0,293.15,293.15
2487600,487,0,307,178,0,4,0,293.15,293.15
2488500,1363,0,454,674,0.07,4,0,293.15,293.15
2489400,1266,0,480,514,0.4,4,0,293.15,293.15
2490300,1064,0,395,371,0.13,4,0,293.15,293.15
2491200,942,0,326,310,0,5,0,293.15,293.15
2492100,1326,0,386,634,0,4,0,293.15,293.15
2493000,927,0,326,295,0.93,4,0,293.15,293.15
2493900,1180,0,446,450,0.07,3,0,293.15,293.15
2494800,1808,0,581,951,0,3,0,293.15,293.15
2495700,1490,0,437,748,0,4,0,293.15,293.15
2496600,940,0,338,296,0.07,4,0,293.15,293.15
2497500,940,0,338,296,0,3,1,293.15,293.15
2498400,1079,0,421,357,0.13,2,2,289.15,291.15
2499300,1766,0,564,926,0.53,2,2,289.15,291.15
2500200,1137,0,428,422,0.47,2,2,289.15,291.15
2501100,932,0,331,295,0,1,3,289.15,291.15
2502000,643,0,165,172,0,0,4,289.15,291.15
2502900,613,0,144,163,0,0,4,289.15,291.15
2503800,565,0,185,210,0,0,4,289.15,291.15
2504700,425,0,221,231,0,0,4,289.15,291.15
2505600,165,0,89,83,0,0,4,289.15,291.15
2506500,56,0,37,17,0,0,4,289.15,291.15
2507400,50,0,31,16,0,0,4,289.15,291.15
2508300,88,0,48,41,0,0,4,289.15,291.15
2509200,250,0,123,145,0,0,4,289.15,291.15
2510100,281,0,137,164,0,0,4,289.15,291.15
2511000,122,0,64,63,0,0,4,289.15,291.15
2511900,50,0,31,16,0,0,4,289.15,291.15
2512800,50,0,31,16,0,0,4,289.15,291.15
2513700,177,0,89,97,0,0,4,289.15,291.15
2514600,269,0,131,156,0,0,4,289.15,291.15
2515500,205,0,102,116,0,0,4,289.15,291.15
2516400,91,0,50,43,0,0,4,289.15,291.15
2517300,50,0,31,16,0,0,4,289.15,291.15
2518200,75,0,43,33,0,0,4,289.15,291.15
2519100,240,0,118,138,0,0,4,289.15,291.15
2520000,211,0,105,119,0,0,4,289.15,291.15
2520900,205,0,102,116,0,0,4,289.15,291.15
2521800,60,0,36,23,0,0,4,289.15,291.15
2522700,50,0,31,16,0,0,4,289.15,291.15
2523600,164,0,83,89,0,0,4,289.15,291.15
2524500,240,0,118,138,0,0,4,289.15,291.15
2525400,153,0,78,82,0,0,4,289.15,291.15
2526300,219,0,112,118,0,1,4,289.15,291.15
2527200,186,0,106,78,0.07,1,4,289.15,291.15
2528100,241,0,135,105,0.07,2,3,289.15,291.15
2529000,707,0,274,449,0,2,3,289.15,291.15
2529900,618,0,233,392,0,2,3,289.15,291.15
2530800,384,0,203,192,0.07,2,3,289.15,291.15
2531700,396,0,210,194,0,4,1,289.15,291.15
2532600,341,0,186,152,0.47,4,1,289.15,291.15
2533500,1269,0,394,883,0,4,0,289.15,291.15
2534400,696,0,325,387,0.13,3,0,293.15,293.15
2535300,880,0,292,587,0.4,2,0,293.15,293.15
2536200,437,0,241,208,0,1,0,293.15,293.15
2537100,354,0,203,155,0.13,1,0,293.15,293.15
2538000,261,0,151,107,0,1,0,293.15,293.15
2538900,1049,0,371,694,0.07,2,0,293.15,293.15
2539800,445,0,250,204,0,2,0,293.15,293.15
2540700,486,0,205,181,0.07,2,0,293.15,293.15
2541600,851,0,247,313,0,2,0,293.15,293.15
2542500,691,0,165,224,0,2,0,293.15,293.15
2543400,623,0,116,210,0.13,2,0,293.15,293.15
2544300,725,0,162,275,0.53,1,0,293.15,293.15
2545200,560,0,87,170,0,2,0,293.15,293.15
2546100,607,0,108,200,0,2,0,293.15,293.15
2547000,702,0,158,254,0.33,2,0,293.15,293.15
2547900,2199,0,621,603,0.07,2,0,293.15,293.15
2548800,2640,0,731,676,0.8,2,0,293.15,293.15
2549700,762,0,211,146,0.93,2,0,293.15,293.15
2550600,260,0,174,83,0,2,0,293.15,293.15
2551500,763,0,286,484,0,2,0,293.15,293.15
2552400,372,0,151,232,0.4,2,0,293.15,293.15
2553300,179,0,107,77,0.13,1,0,293.15,293.15
2554200,276,0,152,141,0,2,0,293.15,293.15
2555100,131,0,88,44,0.93,2,0,293.15,293.15
2556000,500,0,87,127,0.6,2,0,293.15,293.15
2556900,658,0,141,224,0.13,1,0,293.15,293.15
2557800,570,0,89,185,0,0,0,293.15,293.15
2558700,631,0,118,224,0,0,0,293.15,293.15
2559600,606,0,106,208,0,0,0,293.15,293.15
2560500,465,0,40,118,0,0,0,293.15,293.15
2561400,465,0,36,124,0,0,0,293.15,293.15
2562300,610,0,102,217,0,0,0,293.15,293.15
2563200,612,0,105,214,0.07,1,0,293.15,293.15
2564100,733,0,167,279,0.87,1,0,293.15,293.15
2565000,404,0,221,164,0.2,1,0,293.15,293.15
2565900,238,0,139,96,0.4,1,0,293.15,293.15
2566800,303,0,171,134,0,1,0,293.15,293.15
2567700,417,0,223,206,0,2,0,293.15,293.15
2568600,504,0,272,248,0,3,0,293.15,293.15
2569500,551,0,311,253,0.13,3,0,293.15,293.15
2570400,494,0,300,191,0,3,0,293.15,293.15
2571300,512,0,316,193,0,4,0,293.15,293.15
2572200,1141,0,462,683,0,4,0,293.15,293.15
2573100,874,0,455,437,0,4,0,293.15,293.15
2574000,1535,0,566,986,0.4,4,0,293.15,293.15
2574900,599,0,367,235,0.27,3,0,293.15,293.15
2575800,534,0,337,194,0.07,2,0,293.15,293.15
2576700,524,0,327,194,0,2,0,293.15,293.15
2577600,638,0,385,261,0.8,1,0,293.15,293.15
2578500,944,0,464,403,0,1,0,293.15,293.15
2579400,1097,0,409,398,0,1,0,293.15,293.15
2580300,819,0,259,253,0,1,0,293.15,293.15
2581200,908,0,317,284,0,1,0,293.15,293.15
2582100,931,0,330,295,0,1,0,293.15,293.15
2583000,1107,0,412,406,0.07,1,0,293.15,293.15
